name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Enzo Tchato,€2.50m,Centre-Back,"Nov 23, 2002 (20)",Cameroon,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Faitout Maouassa,€5.00m,Left-Back,"Jul 6, 1998 (24)",France,"1,70m",left,"Jul 1, 2022","Jun 30, 2023"
Issiaga Sylla,€2.00m,Left-Back,"Jan 1, 1994 (29)",Guinea,"1,80m",left,"Jan 31, 2023","Jun 30, 2025"
Théo Sainte-Luce,€2.00m,Left-Back,"Oct 20, 1998 (24)",France,"1,76m",left,"Jul 1, 2022","Jun 30, 2025"
Thibault Tamas,€200k,Left-Back,"Feb 20, 2001 (22)",France,"1,78m",left,"Sep 27, 2019","Jun 30, 2023"
Falaye Sacko,€4.00m,Right-Back,"May 1, 1995 (27)",Mali,"1,79m",right,"Jul 1, 2022","Jun 30, 2023"
Mathías Suárez,€400k,Right-Back,"Jun 24, 1996 (26)",Uruguay,"1,82m",right,"Jan 2, 2019","Jun 30, 2023"
Joris Chotard,€9.00m,Defensive Midfield,"Sep 24, 2001 (21)",France,"1,79m",right,"Sep 25, 2019","Jun 30, 2025"
Jordan Ferri,€5.00m,Central Midfield,"Mar 12, 1992 (31)",France,"1,73m",right,"Jul 1, 2019","Jun 30, 2026"
Léo Leroy,€1.20m,Central Midfield,"Feb 14, 2000 (23)",France,"1,87m",,"Jul 1, 2021","Jun 30, 2025"
Khalil Fayad,€500k,Central Midfield,"Jun 9, 2004 (18)",France,"1,76m",right,"Jul 1, 2022","Jun 30, 2027"
Téji Savanier,€12.00m,Attacking Midfield,"Dec 22, 1991 (31)",France,"1,72m",right,"Jul 2, 2019","Jun 30, 2026"
Stephy Mavididi,€8.00m,Left Winger,"May 31, 1998 (24)",England,"1,82m",right,"Jul 1, 2020","Jun 30, 2024"
Béni Makouana,€800k,Left Winger,"Sep 28, 2002 (20)",Congo,"1,81m",right,"Oct 19, 2020","Jun 30, 2025"
Arnaud Nordin,€4.00m,Right Winger,"Jun 17, 1998 (24)",France,"1,70m",left,"Jul 1, 2022","Jun 30, 2025"
Elye Wahi,€18.00m,Centre-Forward,"Jan 2, 2003 (20)",France,"1,84m",right,"Jan 1, 2021","Jun 30, 2025"
Wahbi Khazri,€3.00m,Centre-Forward,"Feb 8, 1991 (32)",Tunisia,"1,76m",right,"Jul 1, 2022","Jun 30, 2023"
Valère Germain,€2.00m,Centre-Forward,"Apr 17, 1990 (32)",France,"1,81m",right,"Aug 31, 2021","Jun 30, 2024"
Yanis Guermouche,€200k,Centre-Forward,"Apr 15, 2001 (21)",Algeria,"1,92m",,"Jul 1, 2021","Jun 30, 2024"
Paul Bernardoni,€5.00m,Goalkeeper,"Apr 18, 1997 (25)",France,"1,90m",left,"Jul 1, 2020","Jun 30, 2024"
Yahia Fofana,€2.50m,Goalkeeper,"Aug 21, 2000 (22)",France,"1,94m",right,"Jul 1, 2022","Jun 30, 2026"
Melvin Zinga,€100k,Goalkeeper,"Mar 16, 2002 (21)",France,"1,87m",left,"Jul 1, 2022","Jun 30, 2023"
Théo Borne,€100k,Goalkeeper,"Jul 15, 2002 (20)",France,-,right,"Jul 1, 2022","Jun 30, 2023"
Cédric Hountondji,€3.00m,Centre-Back,"Jan 19, 1994 (29)",Benin,"1,94m",right,"Jul 18, 2022","Jun 30, 2026"
Miha Blazic,€2.00m,Centre-Back,"May 8, 1993 (29)",Slovenia,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Ousmane Camara,€2.00m,Centre-Back,"Mar 6, 2003 (20)",France,"1,97m",right,"Aug 16, 2022","Jun 30, 2026"
Souleyman Doumbia,€3.00m,Left-Back,"Sep 24, 1996 (26)",Cote d'Ivoire,"1,83m",left,"Jul 8, 2020","Jun 30, 2023"
Faouzi Ghoulam,€1.00m,Left-Back,"Feb 1, 1991 (32)",Algeria,"1,84m",left,"Jan 31, 2023","Jun 30, 2023"
Ilyes Chetti,€500k,Left-Back,"Jan 22, 1995 (28)",Algeria,"1,76m",left,"Jul 19, 2022","Jun 30, 2026"
Yan Valery,€2.50m,Right-Back,"Feb 22, 1999 (24)",Tunisia,"1,80m",right,"Sep 1, 2022","Jun 30, 2026"
Halid Sabanovic,€800k,Right-Back,"Aug 22, 1999 (23)",Bosnia-Herzegovina,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Abdoulaye Bamba,€400k,Right-Back,"Apr 25, 1990 (32)",Cote d'Ivoire,"1,82m",right,"Jan 1, 2017","Jun 30, 2023"
Ali Kalla,€100k,Right-Back,"Apr 23, 1998 (24)",France,"1,72m",left,"Jul 1, 2022","Jun 30, 2023"
Batista Mendy,€3.00m,Defensive Midfield,"Jan 12, 2000 (23)",France,"1,91m",right,"Jul 19, 2021","Jun 30, 2024"
Ibrahim Amadou,€1.80m,Defensive Midfield,"Apr 6, 1993 (29)",France,"1,83m",right,"Sep 1, 2022","Jun 30, 2023"
Zinédine Ould Khaled,€250k,Defensive Midfield,"Jan 14, 2000 (23)",France,"1,95m",right,"Jul 29, 2019","Jun 30, 2025"
Nabil Bentaleb,€5.00m,Central Midfield,"Nov 24, 1994 (28)",Algeria,"1,87m",left,"Jan 6, 2022","Jun 30, 2025"
Yassin Belkhdim,€100k,Central Midfield,"Feb 14, 2002 (21)",Morocco,"1,75m",right,"Jul 1, 2022","Jun 30, 2025"
Pierrick Capelle,€300k,Left Midfield,"Apr 15, 1987 (35)",France,"1,81m",left,"Jul 1, 2015","Jun 30, 2023"
Himad Abdelli,€1.20m,Attacking Midfield,"Nov 17, 1999 (23)",France,"1,85m",left,"Jul 1, 2022","Jun 30, 2026"
Waniss Taïbi,€500k,Attacking Midfield,"Mar 7, 2002 (21)",France,"1,84m",both,"Jul 1, 2021","Jun 30, 2025"
Jean-Mattéo Bahoya,€100k,Attacking Midfield,"May 7, 2005 (17)",France,"1,80m",right,-,"Jun 30, 2025"
Farid El Melali,€700k,Left Winger,"Jul 13, 1997 (25)",Algeria,"1,68m",both,"Aug 9, 2018","Jun 30, 2023"
Abdallah Sima,€7.00m,Right Winger,"Jun 17, 2001 (21)",Senegal,"1,88m",right,"Jul 13, 2022","Jun 30, 2023"
Sada Thioub,€2.00m,Right Winger,"Jun 1, 1995 (27)",Senegal,"1,79m",right,"Jul 23, 2019","Jun 30, 2023"
Ibrahima Niane,€3.50m,Centre-Forward,"Mar 11, 1999 (24)",Senegal,"1,87m",right,"Jan 31, 2023","Jun 30, 2023"
Adrien Hunou,€3.50m,Centre-Forward,"Jan 19, 1994 (29)",France,"1,79m",right,"Jul 1, 2022","Jun 30, 2025"
Amine Salama,€1.80m,Centre-Forward,"Jul 18, 2000 (22)",France,"1,92m",right,"Jul 1, 2022","Jun 30, 2026"
Loïs Diony,€1.00m,Centre-Forward,"Dec 20, 1992 (30)",France,"1,83m",right,"Sep 10, 2020","Jun 30, 2023"
Ulrick Eneme-Ella,€250k,Centre-Forward,"May 22, 2001 (21)",Gabon,"1,84m",right,"Jul 1, 2022","Jun 30, 2025"
Gianluigi Donnarumma,€50.00m,Goalkeeper,"Feb 25, 1999 (24)",Italy,"1,96m",right,"Jul 14, 2021","Jun 30, 2026"
Sergio Rico,€4.00m,Goalkeeper,"Sep 1, 1993 (29)",Spain,"1,96m",right,"Sep 5, 2020","Jun 30, 2024"
Alexandre Letellier,€400k,Goalkeeper,"Dec 11, 1990 (32)",France,"1,93m",right,"Sep 25, 2020","Jun 30, 2024"
Lucas Lavallée,€150k,Goalkeeper,"Feb 18, 2003 (20)",France,"1,95m",right,-,"Jun 30, 2025"
Marquinhos,€70.00m,Centre-Back,"May 14, 1994 (28)",Brazil,"1,83m",right,"Jul 19, 2013","Jun 30, 2024"
Presnel Kimpembe,€40.00m,Centre-Back,"Aug 13, 1995 (27)",France,"1,83m",left,"Jul 1, 2015","Jun 30, 2024"
Sergio Ramos,€6.00m,Centre-Back,"Mar 30, 1986 (36)",Spain,"1,84m",right,"Jul 8, 2021","Jun 30, 2023"
El Chadaille Bitshiabu,€2.00m,Centre-Back,"May 16, 2005 (17)",France,"1,96m",left,"Jul 1, 2022","Jun 30, 2024"
Nuno Mendes,€60.00m,Left-Back,"Jun 19, 2002 (20)",Portugal,"1,83m",left,"Jul 1, 2022","Jun 30, 2026"
Juan Bernat,€12.00m,Left-Back,"Mar 1, 1993 (30)",Spain,"1,77m",left,"Aug 31, 2018","Jun 30, 2025"
Achraf Hakimi,€70.00m,Right-Back,"Nov 4, 1998 (24)",Morocco,"1,81m",right,"Jul 6, 2021","Jun 30, 2026"
Nordi Mukiele,€20.00m,Right-Back,"Nov 1, 1997 (25)",France,"1,87m",right,"Jul 26, 2022","Jun 30, 2027"
Timothée Pembélé,€5.00m,Right-Back,"Sep 9, 2002 (20)",France,"1,83m",right,"Jul 1, 2020","Jun 30, 2024"
Danilo Pereira,€12.00m,Defensive Midfield,"Sep 9, 1991 (31)",Portugal,"1,88m",right,"Jul 1, 2021","Jun 30, 2025"
Marco Verratti,€50.00m,Central Midfield,"Nov 5, 1992 (30)",Italy,"1,65m",right,"Jul 18, 2012","Jun 30, 2026"
Fabián Ruiz,€45.00m,Central Midfield,"Apr 3, 1996 (26)",Spain,"1,89m",left,"Aug 30, 2022","Jun 30, 2027"
Vitinha,€45.00m,Central Midfield,"Feb 13, 2000 (23)",Portugal,"1,72m",right,"Jul 1, 2022","Jun 30, 2027"
Carlos Soler,€35.00m,Central Midfield,"Jan 2, 1997 (26)",Spain,"1,80m",right,"Sep 1, 2022","Jun 30, 2027"
Renato Sanches,€25.00m,Central Midfield,"Aug 18, 1997 (25)",Portugal,"1,76m",right,"Aug 4, 2022","Jun 30, 2027"
Warren Zaïre-Emery,€6.00m,Central Midfield,"Mar 8, 2006 (17)",France,"1,78m",right,"Jul 1, 2022","Jun 30, 2025"
Ismaël Gharbi,€1.50m,Attacking Midfield,"Apr 10, 2004 (18)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2025"
Neymar,€75.00m,Left Winger,"Feb 5, 1992 (31)",Brazil,"1,75m",right,"Aug 3, 2017","Jun 30, 2025"
Lionel Messi,€50.00m,Right Winger,"Jun 24, 1987 (35)",Argentina,"1,70m",left,"Aug 10, 2021","Jun 30, 2023"
Kylian Mbappé,€180.00m,Centre-Forward,"Dec 20, 1998 (24)",France,"1,78m",right,"Jul 1, 2018","Jun 30, 2025"
Hugo Ekitiké,€25.00m,Centre-Forward,"Jun 20, 2002 (20)",France,"1,89m",right,"Jul 16, 2022","Jun 30, 2023"
Ilyes Housni,-,Centre-Forward,"May 14, 2005 (17)",France,"1,72m",right,-,"Jun 30, 2026"
Benjamin Leroy,€600k,Goalkeeper,"Apr 7, 1989 (33)",France,"1,84m",right,"Jul 1, 2018","Jun 30, 2023"
François-Joseph Sollacaro,€300k,Goalkeeper,"Mar 21, 1994 (28)",France,"1,82m",right,"Jul 1, 2018","Jun 30, 2024"
Ghjuvanni Quilichini,€200k,Goalkeeper,"Sep 1, 2002 (20)",France,"1,82m",,"Jul 1, 2021","Jun 30, 2023"
Oumar Gonzalez,€2.50m,Centre-Back,"Feb 25, 1998 (25)",Cameroon,"1,86m",right,"Jul 1, 2021","Jun 30, 2023"
Clément Vidal,€1.50m,Centre-Back,"Jun 18, 2000 (22)",France,"1,81m",right,"Jul 1, 2022","Jun 30, 2025"
Fernand Mayembo,€700k,Centre-Back,"Jan 9, 1996 (27)",Congo,"1,84m",right,"Jul 26, 2022","Jun 30, 2024"
Cédric Avinel,€300k,Centre-Back,"Sep 11, 1986 (36)",Guadeloupe,"1,87m",right,"Jul 1, 2017","Jun 30, 2023"
Youssouf Koné,€1.80m,Left-Back,"Jul 5, 1995 (27)",Mali,"1,74m",left,"Aug 30, 2022","Jun 30, 2023"
Ismaël Diallo,€1.50m,Left-Back,"Jan 29, 1997 (26)",Cote d'Ivoire,"1,78m",left,"Jul 1, 2018","Jun 30, 2023"
Chaker Alhadhur,€200k,Left-Back,"Dec 4, 1991 (31)",Comoros,"1,72m",right,"Oct 12, 2021","Jun 30, 2023"
Mickaël Alphonse,€300k,Right-Back,"Jul 12, 1989 (33)",Guadeloupe,"1,82m",right,"Jul 1, 2022","Jun 30, 2024"
Mohamed Youssouf,€200k,Right-Back,"Mar 26, 1988 (34)",Comoros,"1,69m",right,"Jul 1, 2018","Jun 30, 2023"
Vincent Marchetti,€3.00m,Central Midfield,"Jul 4, 1997 (25)",France,"1,81m",left,"Oct 5, 2020","Jun 30, 2024"
Thomas Mangani,€600k,Central Midfield,"Apr 29, 1987 (35)",France,"1,83m",left,"Jul 1, 2022","Jun 30, 2024"
Mathieu Coutadeur,€250k,Central Midfield,"Mar 20, 1986 (36)",France,"1,69m",right,"Jul 1, 2017","Jun 30, 2023"
Alassane N'Diaye,€200k,Right Midfield,"Jun 14, 1991 (31)",France,"1,80m",right,"Jul 1, 2020","Jun 30, 2023"
Yanis Cimignani,€1.80m,Left Midfield,"Jan 22, 2002 (21)",France,"1,76m",left,"Jul 1, 2020","Jun 30, 2023"
Michaël Barreto,€500k,Attacking Midfield,"Jan 18, 1991 (32)",France,"1,75m",right,"Jul 1, 2020","Jun 30, 2023"
Florian Chabrolle,€250k,Attacking Midfield,"Apr 7, 1998 (24)",France,"1,71m",right,"Jan 5, 2021","Jun 30, 2023"
Youcef Belaïli,€1.80m,Left Winger,"Mar 14, 1992 (31)",Algeria,"1,82m",right,"Oct 12, 2022","Jun 30, 2023"
Kevin Spadanuda,€800k,Left Winger,"Jan 16, 1997 (26)",Switzerland,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Jean Botué,€500k,Left Winger,"Aug 7, 2002 (20)",Burkina Faso,"1,84m",left,"Feb 16, 2021","Jun 30, 2023"
Cyrille Bayala,€1.00m,Right Winger,"May 24, 1996 (26)",Burkina Faso,"1,81m",right,"Jan 15, 2021","Jun 30, 2024"
Riad Nouri,€250k,Right Winger,"Jun 7, 1985 (37)",France,"1,78m",right,"Sep 7, 2020","Jun 30, 2024"
Ruan Levine,-,Right Winger,"Jan 19, 1999 (24)",Brazil,"1,77m",right,"Sep 20, 2022","Jun 30, 2023"
Moussa Djitté,€2.00m,Centre-Forward,"Oct 4, 1999 (23)",Senegal,"1,80m",right,"Jan 31, 2023","Jun 30, 2023"
Mounaïm El Idrissy,€1.80m,Centre-Forward,"Feb 10, 1999 (24)",France,"1,81m",right,"Jul 1, 2019","Jun 30, 2023"
Romain Hamouma,€600k,Centre-Forward,"Mar 29, 1987 (35)",France,"1,79m",right,"Jul 1, 2022","Jun 30, 2023"
Yoann Touzghar,€500k,Centre-Forward,"Nov 28, 1986 (36)",Tunisia,"1,80m",right,"Aug 24, 2022","Jun 30, 2024"
Moussa Soumano,-,Centre-Forward,"Jul 9, 2005 (17)",France,-,,-,-
Brice Samba,€8.00m,Goalkeeper,"Apr 25, 1994 (28)",France,"1,87m",right,"Jul 5, 2022","Jun 30, 2027"
Wuilker Fariñez,€4.00m,Goalkeeper,"Feb 15, 1998 (25)",Venezuela,"1,80m",right,"Jul 1, 2021","Jun 30, 2024"
Jean-Louis Leca,€300k,Goalkeeper,"Sep 21, 1985 (37)",France,"1,80m",right,"Jul 1, 2018","Jun 30, 2024"
Yannick Pandor,€200k,Goalkeeper,"May 1, 2001 (21)",Comoros,"1,92m",left,"Jul 1, 2022","Jun 30, 2026"
Facundo Medina,€15.00m,Centre-Back,"May 28, 1999 (23)",Argentina,"1,84m",left,"Jul 2, 2020","Jun 30, 2026"
Kevin Danso,€14.00m,Centre-Back,"Sep 19, 1998 (24)",Austria,"1,90m",right,"Aug 6, 2021","Jun 30, 2026"
Jonathan Gradit,€4.50m,Centre-Back,"Nov 24, 1992 (30)",France,"1,80m",right,"Aug 20, 2019","Jun 30, 2026"
Steven Fortes,€500k,Centre-Back,"Apr 17, 1992 (30)",Cape Verde,"1,92m",right,"Jul 1, 2019","Jun 30, 2023"
Adrien Louveau,€100k,Centre-Back,"Feb 1, 2000 (23)",France,"1,89m",right,"Jul 1, 2022","Jun 30, 2023"
Deiver Machado,€3.00m,Left-Back,"Sep 2, 1993 (29)",Colombia,"1,80m",left,"Jul 7, 2021","Jun 30, 2026"
Massadio Haidara,€3.00m,Left-Back,"Dec 2, 1992 (30)",Mali,"1,79m",left,"Jul 1, 2018","Jun 30, 2025"
Ismaël Boura,€1.20m,Left-Back,"Aug 14, 2000 (22)",France,"1,73m",left,"Apr 19, 2020","Jun 30, 2023"
Julien Le Cardinal,€1.00m,Right-Back,"Aug 3, 1997 (25)",France,"1,84m",right,"Nov 15, 2022","Jun 30, 2025"
Salis Abdul Samed,€10.00m,Defensive Midfield,"Mar 26, 2000 (22)",Ghana,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Jean Onana,€5.00m,Defensive Midfield,"Jan 8, 2000 (23)",Cameroon,"1,89m",right,"Sep 1, 2022","Jun 30, 2027"
Lukasz Poreba,€2.50m,Defensive Midfield,"Mar 13, 2000 (23)",Poland,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Seko Fofana,€30.00m,Central Midfield,"May 7, 1995 (27)",Cote d'Ivoire,"1,85m",right,"Aug 18, 2020","Jun 30, 2025"
Mamadou Camara,€250k,Central Midfield,"Oct 15, 2002 (20)",Senegal,"1,85m",left,"Jul 2, 2021","Jun 30, 2024"
Yaya Fofana,€150k,Central Midfield,"Jun 12, 2004 (18)",Mali,"1,80m",right,-,"Jun 30, 2027"
Przemyslaw Frankowski,€7.00m,Right Midfield,"Apr 12, 1995 (27)",Poland,"1,75m",right,"Aug 5, 2021","Jun 30, 2026"
Jimmy Cabot,€4.00m,Right Midfield,"Apr 18, 1994 (28)",France,"1,64m",right,"Jul 1, 2022","Jun 30, 2026"
David Costa,€10.00m,Attacking Midfield,"Jan 5, 2001 (22)",Portugal,"1,68m",right,"Jul 1, 2020","Jun 30, 2026"
Angelo Fulgini,€9.00m,Attacking Midfield,"Aug 20, 1996 (26)",France,"1,82m",right,"Jan 31, 2023","Jun 30, 2023"
Alexis Claude-Maurice,€5.00m,Attacking Midfield,"Jun 6, 1998 (24)",France,"1,75m",right,"Aug 31, 2022","Jun 30, 2023"
Adrien Thomasson,€5.00m,Attacking Midfield,"Dec 10, 1993 (29)",France,"1,75m",right,"Jan 12, 2023","Jun 30, 2026"
Loïs Openda,€12.00m,Centre-Forward,"Feb 16, 2000 (23)",Belgium,"1,77m",right,"Jul 6, 2022","Jun 30, 2027"
Adam Buksa,€7.00m,Centre-Forward,"Jul 12, 1996 (26)",Poland,"1,93m",left,"Jul 1, 2022","Jun 30, 2027"
Florian Sotoca,€4.00m,Centre-Forward,"Oct 25, 1990 (32)",France,"1,87m",right,"Jul 1, 2019","Jun 30, 2026"
Wesley Saïd,€2.50m,Centre-Forward,"Apr 19, 1995 (27)",France,"1,71m",right,"Jul 1, 2021","Jun 30, 2026"
Rémy Labeau Lascary,€100k,Centre-Forward,"Mar 3, 2003 (20)",Guadeloupe,"1,84m",right,"Jan 1, 2023","Jun 30, 2026"
