name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Lilian Egloff,€1.50m,Attacking Midfield,"Aug 20, 2002 (20)",Germany,"1,82m",right,"Jul 1, 2020","Jun 30, 2024"
Ömer Beyaz,€700k,Attacking Midfield,"Aug 29, 2003 (19)",Turkey,"1,71m",left,"Jul 1, 2021","Jun 30, 2025"
Laurin Ulrich,€500k,Attacking Midfield,"Jan 31, 2005 (18)",Germany,"1,80m",right,"Jul 1, 2022","Jun 30, 2026"
Tanguy Coulibaly,€2.00m,Left Winger,"Feb 18, 2001 (22)",France,"1,78m",left,"Jul 2, 2019","Jun 30, 2023"
Silas,€13.00m,Right Winger,"Oct 6, 1998 (24)",DR Congo,"1,89m",right,"Aug 13, 2019","Jun 30, 2026"
Chris Führich,€4.00m,Right Winger,"Jan 9, 1998 (25)",Germany,"1,81m",right,"Jul 19, 2021","Jun 30, 2025"
Gil Dias,€2.00m,Right Winger,"Sep 28, 1996 (26)",Portugal,"1,86m",left,"Jan 30, 2023","Jun 30, 2025"
Serhou Guirassy,€10.00m,Centre-Forward,"Mar 12, 1996 (27)",Guinea,"1,87m",right,"Sep 1, 2022","Jun 30, 2023"
Tiago Tomás,€7.00m,Centre-Forward,"Jun 16, 2002 (20)",Portugal,"1,80m",right,"Jan 30, 2022","Jun 30, 2023"
Luca Pfeiffer,€2.80m,Centre-Forward,"Aug 20, 1996 (26)",Germany,"1,96m",right,"Aug 2, 2022","Jun 30, 2026"
Juan José Perea,€2.40m,Centre-Forward,"Feb 23, 2000 (23)",Colombia,"1,80m",right,"Jul 8, 2022","Jun 30, 2026"
Thomas Kastanaras,€400k,Centre-Forward,"Jan 9, 2003 (20)",Germany,"1,86m",,"Jul 1, 2022","Jun 30, 2025"
Alou Kuol,€300k,Centre-Forward,"Jul 5, 2001 (21)",Australia,"1,81m",right,"Jul 1, 2022","Jun 30, 2025"
Lukas Hradecky,€2.50m,Goalkeeper,"Nov 24, 1989 (33)",Finland,"1,92m",right,"Jul 1, 2018","Jun 30, 2026"
Patrick Pentz,€1.50m,Goalkeeper,"Jan 2, 1997 (26)",Austria,"1,82m",left,"Jan 27, 2023","Jun 30, 2025"
Andrey Lunev,€1.50m,Goalkeeper,"Nov 13, 1991 (31)",Russia,"1,90m",right,"Jul 10, 2021","Jun 30, 2023"
Niklas Lomb,€250k,Goalkeeper,"Jul 28, 1993 (29)",Germany,"1,86m",right,"Jul 1, 2012","Jun 30, 2024"
Edmond Tapsoba,€30.00m,Centre-Back,"Feb 2, 1999 (24)",Burkina Faso,"1,94m",right,"Jan 31, 2020","Jun 30, 2026"
Piero Hincapié,€25.00m,Centre-Back,"Jan 9, 2002 (21)",Ecuador,"1,83m",left,"Aug 16, 2021","Jun 30, 2027"
Jonathan Tah,€20.00m,Centre-Back,"Feb 11, 1996 (27)",Germany,"1,95m",right,"Jul 16, 2015","Jun 30, 2025"
Odilon Kossounou,€20.00m,Centre-Back,"Jan 4, 2001 (22)",Cote d'Ivoire,"1,91m",right,"Jul 22, 2021","Jun 30, 2026"
Mitchel Bakker,€9.00m,Left-Back,"Jun 20, 2000 (22)",Netherlands,"1,85m",left,"Jul 12, 2021","Jun 30, 2025"
Daley Sinkgraven,€3.00m,Left-Back,"Jul 4, 1995 (27)",Netherlands,"1,79m",left,"Jul 1, 2019","Jun 30, 2023"
Jeremie Frimpong,€25.00m,Right-Back,"Dec 10, 2000 (22)",Netherlands,"1,71m",right,"Jan 27, 2021","Jun 30, 2025"
Timothy Fosu-Mensah,€3.00m,Right-Back,"Jan 2, 1998 (25)",Netherlands,"1,85m",right,"Jan 13, 2021","Jun 30, 2024"
Robert Andrich,€11.00m,Defensive Midfield,"Sep 22, 1994 (28)",Germany,"1,87m",right,"Aug 16, 2021","Jun 30, 2026"
Noah Mbamba,€3.00m,Defensive Midfield,"Jan 5, 2005 (18)",Belgium,"1,87m",right,"Jan 14, 2023","Jun 30, 2028"
Ayman Azhil,€400k,Defensive Midfield,"Apr 10, 2001 (21)",Morocco,"1,75m",,"Jul 1, 2020","Jun 30, 2023"
Joshua Eze,€200k,Defensive Midfield,"Mar 20, 2003 (19)",Germany,"1,83m",right,"Jul 1, 2022","Jun 30, 2024"
Exequiel Palacios,€15.00m,Central Midfield,"Oct 5, 1998 (24)",Argentina,"1,77m",right,"Jan 1, 2020","Jun 30, 2025"
Kerem Demirbay,€12.00m,Central Midfield,"Jul 3, 1993 (29)",Germany,"1,83m",left,"Jul 1, 2019","Jun 30, 2024"
Nadiem Amiri,€6.00m,Central Midfield,"Oct 27, 1996 (26)",Germany,"1,80m",right,"Jul 30, 2019","Jun 30, 2024"
Charles Aránguiz,€3.50m,Central Midfield,"Apr 17, 1989 (33)",Chile,"1,71m",right,"Aug 13, 2015","Jun 30, 2023"
Florian Wirtz,€70.00m,Attacking Midfield,"May 3, 2003 (19)",Germany,"1,76m",right,"Jul 1, 2020","Jun 30, 2027"
Moussa Diaby,€50.00m,Left Winger,"Jul 7, 1999 (23)",France,"1,70m",left,"Jul 1, 2019","Jun 30, 2025"
Callum Hudson-Odoi,€25.00m,Left Winger,"Nov 7, 2000 (22)",England,"1,77m",right,"Aug 30, 2022","Jun 30, 2023"
Amine Adli,€12.00m,Right Winger,"May 10, 2000 (22)",France,"1,74m",left,"Aug 26, 2021","Jun 30, 2026"
Karim Bellarabi,€2.50m,Right Winger,"Apr 8, 1990 (32)",Germany,"1,84m",right,"Jul 1, 2011","Jun 30, 2023"
Patrik Schick,€38.00m,Centre-Forward,"Jan 24, 1996 (27)",Czech Republic,"1,91m",left,"Sep 8, 2020","Jun 30, 2027"
Adam Hlozek,€15.00m,Centre-Forward,"Jul 25, 2002 (20)",Czech Republic,"1,88m",right,"Jul 1, 2022","Jun 30, 2027"
Sardar Azmoun,€12.00m,Centre-Forward,"Jan 1, 1995 (28)",Iran,"1,86m",both,"Jan 30, 2022","Jun 30, 2027"
Jonas Omlin,€7.00m,Goalkeeper,"Jan 10, 1994 (29)",Switzerland,"1,90m",right,"Jan 19, 2023","Jun 30, 2027"
Jan Olschowsky,€500k,Goalkeeper,"Nov 18, 2001 (21)",Germany,"1,84m",right,"Jul 13, 2020","Jun 30, 2027"
Tobias Sippel,€400k,Goalkeeper,"Mar 22, 1988 (34)",Germany,"1,83m",right,"Jul 1, 2015","Jun 30, 2023"
Nico Elvedi,€20.00m,Centre-Back,"Sep 30, 1996 (26)",Switzerland,"1,89m",right,"Jul 1, 2015","Jun 30, 2024"
Ko Itakura,€12.00m,Centre-Back,"Jan 27, 1997 (26)",Japan,"1,88m",right,"Jul 2, 2022","Jun 30, 2026"
Marvin Friedrich,€8.00m,Centre-Back,"Dec 13, 1995 (27)",Germany,"1,93m",right,"Jan 11, 2022","Jun 30, 2026"
Tony Jantschke,€800k,Centre-Back,"Apr 7, 1990 (32)",Germany,"1,77m",right,"Jul 1, 2009","Jun 30, 2023"
Mamadou Doucouré,€100k,Centre-Back,"May 21, 1998 (24)",France,"1,83m",left,"Jul 1, 2016","Jun 30, 2024"
Ramy Bensebaini,€20.00m,Left-Back,"Apr 16, 1995 (27)",Algeria,"1,87m",left,"Aug 14, 2019","Jun 30, 2023"
Luca Netz,€6.50m,Left-Back,"May 15, 2003 (19)",Germany,"1,84m",left,"Aug 6, 2021","Jun 30, 2026"
Joe Scally,€12.00m,Right-Back,"Dec 31, 2002 (20)",United States,"1,84m",right,"Jan 1, 2021","Jun 30, 2026"
Stefan Lainer,€3.50m,Right-Back,"Aug 27, 1992 (30)",Austria,"1,75m",right,"Jul 1, 2019","Jun 30, 2024"
Simon Walde,-,Right-Back,"Jan 4, 2005 (18)",Germany,"1,85m",right,"Jan 4, 2023","Jun 30, 2026"
Julian Weigl,€15.00m,Defensive Midfield,"Sep 8, 1995 (27)",Germany,"1,86m",right,"Sep 1, 2022","Jun 30, 2023"
Christoph Kramer,€2.50m,Defensive Midfield,"Feb 19, 1991 (32)",Germany,"1,91m",right,"Jul 1, 2016","Jun 30, 2025"
Manu Koné,€25.00m,Central Midfield,"May 17, 2001 (21)",France,"1,85m",right,"Jan 21, 2021","Jun 30, 2025"
Florian Neuhaus,€20.00m,Central Midfield,"Mar 16, 1997 (26)",Germany,"1,85m",right,"Jul 1, 2017","Jun 30, 2024"
Oscar Fraulo,€2.00m,Central Midfield,"Dec 6, 2003 (19)",Denmark,"1,80m",right,"Jul 1, 2022","Jun 30, 2026"
Lars Stindl,€2.50m,Attacking Midfield,"Aug 26, 1988 (34)",Germany,"1,81m",right,"Jul 1, 2015","Jun 30, 2023"
Conor Noß,€700k,Attacking Midfield,"Jan 1, 2001 (22)",Ireland,"1,81m",both,"Jul 1, 2021","Jun 30, 2024"
Alassane Plea,€15.00m,Left Winger,"Mar 10, 1993 (30)",France,"1,81m",right,"Jul 13, 2018","Jun 30, 2025"
Hannes Wolf,€4.00m,Left Winger,"Apr 16, 1999 (23)",Austria,"1,79m",left,"Jul 1, 2021","Jun 30, 2024"
Yvandro Borges Sanches,€1.50m,Left Winger,"May 24, 2004 (18)",Luxembourg,"1,75m",right,"Jul 1, 2022","Jun 30, 2025"
Jonas Hofmann,€13.00m,Right Winger,"Jul 14, 1992 (30)",Germany,"1,76m",right,"Jan 1, 2016","Jun 30, 2025"
Nathan Ngoumou,€7.00m,Right Winger,"Mar 14, 2000 (23)",France,"1,83m",right,"Aug 30, 2022","Jun 30, 2027"
Patrick Herrmann,€2.00m,Right Winger,"Feb 12, 1991 (32)",Germany,"1,79m",right,"Jan 1, 2010","Jun 30, 2024"
Marcus Thuram,€32.00m,Centre-Forward,"Aug 6, 1997 (25)",France,"1,92m",right,"Jul 22, 2019","Jun 30, 2023"
Robin Zentner,€5.00m,Goalkeeper,"Oct 28, 1994 (28)",Germany,"1,95m",right,"Jul 1, 2014","Jun 30, 2025"
Finn Dahmen,€1.00m,Goalkeeper,"Mar 27, 1998 (24)",Germany,"1,88m",right,"Jul 1, 2018","Jun 30, 2023"
Lasse Rieß,€200k,Goalkeeper,"Jul 27, 2001 (21)",Germany,"1,91m",right,"Jul 1, 2021","Jun 30, 2025"
Maxim Leitsch,€5.00m,Centre-Back,"May 18, 1998 (24)",Germany,"1,89m",left,"Jul 1, 2022","Jun 30, 2026"
Andreas Hanche-Olsen,€3.50m,Centre-Back,"Jan 17, 1997 (26)",Norway,"1,85m",right,"Jan 13, 2023","Jun 30, 2026"
Stefan Bell,€2.50m,Centre-Back,"Aug 24, 1991 (31)",Germany,"1,92m",right,"Jul 1, 2010","Jun 30, 2024"
Alexander Hack,€2.50m,Centre-Back,"Sep 8, 1993 (29)",Germany,"1,93m",left,"Nov 30, 2015","Jun 30, 2024"
Philipp Schulz,€300k,Centre-Back,"May 25, 2005 (17)",Germany,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Aarón Martín,€7.00m,Left-Back,"Apr 22, 1997 (25)",Spain,"1,80m",left,"Jul 1, 2019","Jun 30, 2023"
Anthony Caci,€7.00m,Left-Back,"Jul 1, 1997 (25)",France,"1,84m",right,"Jul 1, 2022","Jun 30, 2026"
Silvan Widmer,€5.00m,Right-Back,"Mar 5, 1993 (30)",Switzerland,"1,83m",right,"Jul 9, 2021","Jun 30, 2024"
Danny da Costa,€2.00m,Right-Back,"Jul 13, 1993 (29)",Germany,"1,87m",right,"Jul 1, 2022","Jun 30, 2025"
Anton Stach,€15.00m,Defensive Midfield,"Nov 15, 1998 (24)",Germany,"1,94m",both,"Jul 31, 2021","Jun 30, 2024"
Leandro Barreiro,€8.00m,Central Midfield,"Jan 3, 2000 (23)",Luxembourg,"1,74m",right,"Jul 1, 2018","Jun 30, 2024"
Dominik Kohr,€4.00m,Central Midfield,"Jan 31, 1994 (29)",Germany,"1,83m",right,"Jul 1, 2022","Jun 30, 2026"
Edimilson Fernandes,€3.00m,Central Midfield,"Apr 15, 1996 (26)",Switzerland,"1,90m",right,"Jul 1, 2019","Jun 30, 2026"
Aymen Barkok,€1.50m,Central Midfield,"May 21, 1998 (24)",Morocco,"1,89m",right,"Jul 1, 2022","Jun 30, 2025"
Eniss Shabani,€200k,Central Midfield,"May 29, 2003 (19)",Germany,"1,80m",right,"Jul 1, 2022","Jun 30, 2025"
Jae-sung Lee,€3.00m,Attacking Midfield,"Aug 10, 1992 (30)","Korea, South","1,80m",left,"Jul 8, 2021","Jun 30, 2024"
Delano Burgzorg,€2.00m,Left Winger,"Nov 7, 1998 (24)",Netherlands,"1,86m",right,"Jul 1, 2022","Jun 30, 2025"
Brajan Gruda,€500k,Right Winger,"May 31, 2004 (18)",Germany,"1,78m",left,"Nov 18, 2022","Jun 30, 2023"
Jonathan Burkardt,€15.00m,Centre-Forward,"Jul 11, 2000 (22)",Germany,"1,83m",right,"Jul 1, 2018","Jun 30, 2024"
Ludovic Ajorque,€11.00m,Centre-Forward,"Feb 25, 1994 (29)",France,"1,97m",left,"Jan 24, 2023","Jun 30, 2026"
Karim Onisiwo,€3.50m,Centre-Forward,"Mar 17, 1992 (31)",Austria,"1,88m",right,"Jan 5, 2016","Jun 30, 2024"
Marcus Ingvartsen,€3.50m,Centre-Forward,"Jan 4, 1996 (27)",Denmark,"1,87m",left,"Jul 1, 2022","Jun 30, 2025"
Marlon Mustapha,€1.00m,Centre-Forward,"May 24, 2001 (21)",Austria,"1,85m",right,"Jul 1, 2020","Jun 30, 2024"
Nelson Weiper,€1.00m,Centre-Forward,"Mar 17, 2005 (18)",Germany,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Péter Gulácsi,€6.00m,Goalkeeper,"May 6, 1990 (32)",Hungary,"1,90m",right,"Jul 1, 2015","Jun 30, 2025"
Janis Blaswich,€1.00m,Goalkeeper,"May 2, 1991 (31)",Germany,"1,93m",right,"Jul 1, 2022","Jun 30, 2025"
Örjan Nyland,€600k,Goalkeeper,"Sep 10, 1990 (32)",Norway,"1,92m",right,"Oct 9, 2022","Jun 30, 2023"
Jonas Nickisch,€200k,Goalkeeper,"May 21, 2004 (18)",Germany,"1,90m",both,-,"Jun 30, 2023"
Timo Schlieck,€200k,Goalkeeper,"Mar 2, 2006 (17)",Germany,"1,95m",right,-,"Jun 30, 2023"
Oskar Preil,-,Goalkeeper,"Sep 14, 2003 (19)",Germany,"1,87m",right,"Jul 1, 2022","Jun 30, 2023"
Josko Gvardiol,€75.00m,Centre-Back,"Jan 23, 2002 (21)",Croatia,"1,85m",left,"Jul 1, 2021","Jun 30, 2027"
Mohamed Simakan,€28.00m,Centre-Back,"May 3, 2000 (22)",France,"1,87m",right,"Jul 1, 2021","Jun 30, 2027"
Abdou Diallo,€15.00m,Centre-Back,"May 4, 1996 (26)",Senegal,"1,87m",left,"Sep 1, 2022","Jun 30, 2023"
Willi Orbán,€10.00m,Centre-Back,"Nov 3, 1992 (30)",Hungary,"1,86m",right,"Jul 1, 2015","Jun 30, 2025"
David Raum,€26.00m,Left-Back,"Apr 22, 1998 (24)",Germany,"1,80m",left,"Jul 31, 2022","Jun 30, 2027"
Marcel Halstenberg,€4.00m,Left-Back,"Sep 27, 1991 (31)",Germany,"1,88m",left,"Aug 31, 2015","Jun 30, 2024"
Sanoussy Ba,€500k,Left-Back,"Jan 5, 2004 (19)",Germany,"1,84m",both,"Jul 1, 2022","Jun 30, 2025"
Benjamin Henrichs,€15.00m,Right-Back,"Feb 23, 1997 (26)",Germany,"1,85m",right,"Jul 1, 2021","Jun 30, 2025"
Lukas Klostermann,€14.00m,Right-Back,"Jun 3, 1996 (26)",Germany,"1,89m",right,"Aug 22, 2014","Jun 30, 2024"
Konrad Laimer,€28.00m,Central Midfield,"May 27, 1997 (25)",Austria,"1,80m",right,"Jul 1, 2017","Jun 30, 2023"
Xaver Schlager,€22.00m,Central Midfield,"Sep 28, 1997 (25)",Austria,"1,74m",left,"Jul 1, 2022","Jun 30, 2026"
Amadou Haidara,€17.00m,Central Midfield,"Jan 31, 1998 (25)",Mali,"1,75m",right,"Jan 1, 2019","Jun 30, 2025"
Kevin Kampl,€5.00m,Central Midfield,"Oct 9, 1990 (32)",Slovenia,"1,78m",right,"Aug 31, 2017","Jun 30, 2024"
Dani Olmo,€40.00m,Attacking Midfield,"May 7, 1998 (24)",Spain,"1,79m",right,"Jan 25, 2020","Jun 30, 2024"
Dominik Szoboszlai,€35.00m,Attacking Midfield,"Oct 25, 2000 (22)",Hungary,"1,87m",right,"Jan 1, 2021","Jun 30, 2026"
Emil Forsberg,€9.00m,Attacking Midfield,"Oct 23, 1991 (31)",Sweden,"1,77m",right,"Jan 7, 2015","Jun 30, 2025"
Caden Clark,€2.80m,Attacking Midfield,"May 27, 2003 (19)",United States,"1,80m",right,"Jul 1, 2021","Jun 30, 2025"
Christopher Nkunku,€80.00m,Second Striker,"Nov 14, 1997 (25)",France,"1,78m",right,"Jul 18, 2019","Jun 30, 2026"
Timo Werner,€25.00m,Centre-Forward,"Mar 6, 1996 (27)",Germany,"1,80m",right,"Aug 9, 2022","Jun 30, 2026"
André Silva,€24.00m,Centre-Forward,"Nov 6, 1995 (27)",Portugal,"1,85m",right,"Jul 2, 2021","Jun 30, 2026"
Yussuf Poulsen,€10.00m,Centre-Forward,"Jun 15, 1994 (28)",Denmark,"1,92m",right,"Jul 4, 2013","Jun 30, 2024"
