name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Santiago Bueno,€8.00m,Centre-Back,"Nov 9, 1998 (24)",Uruguay,"1,92m",right,"Aug 19, 2019","Jun 30, 2026"
David López,€2.00m,Centre-Back,"Oct 9, 1989 (33)",Spain,"1,85m",right,"Jul 25, 2022","Jun 30, 2023"
Alexander Callens,€2.00m,Centre-Back,"May 4, 1992 (30)",Peru,"1,85m",left,"Jan 23, 2023","Jun 30, 2025"
Bernardo Espinosa,€1.50m,Centre-Back,"Jul 11, 1989 (33)",Colombia,"1,92m",right,"Jul 7, 2017","Jun 30, 2024"
Juanpe,€1.50m,Centre-Back,"Apr 30, 1991 (31)",Spain,"1,90m",right,"Jul 7, 2016","Jun 30, 2023"
Miguel Gutiérrez,€9.00m,Left-Back,"Jul 27, 2001 (21)",Spain,"1,80m",left,"Aug 5, 2022","Jun 30, 2027"
Javi Hernández,€2.50m,Left-Back,"May 2, 1998 (24)",Spain,"1,85m",left,"Aug 19, 2022","Jun 30, 2023"
Arnau Martínez,€15.00m,Right-Back,"Apr 25, 2003 (19)",Spain,"1,82m",right,"Apr 1, 2021","Jun 30, 2025"
Yan Couto,€4.00m,Right-Back,"Jun 3, 2002 (20)",Brazil,"1,68m",right,"Jul 25, 2022","Jun 30, 2023"
Oriol Romeu,€5.00m,Defensive Midfield,"Sep 24, 1991 (31)",Spain,"1,83m",right,"Sep 1, 2022","Jun 30, 2025"
Ibrahima Kébé,€600k,Defensive Midfield,"Aug 1, 2000 (22)",Mali,"1,80m",right,"Jul 1, 2020","Jun 30, 2024"
Aleix García,€10.00m,Central Midfield,"Jun 28, 1997 (25)",Spain,"1,73m",right,"Jul 23, 2021","Jun 30, 2023"
Yangel Herrera,€9.00m,Central Midfield,"Jan 7, 1998 (25)",Venezuela,"1,84m",right,"Aug 2, 2022","Jun 30, 2023"
Reinier,€3.00m,Attacking Midfield,"Jan 19, 2002 (21)",Brazil,"1,85m",right,"Aug 19, 2022","Jun 30, 2023"
Iván Martín,€1.00m,Attacking Midfield,"Feb 14, 1999 (24)",Spain,"1,78m",left,"Jan 27, 2022","Jun 30, 2023"
Borja García,€1.00m,Attacking Midfield,"Nov 2, 1990 (32)",Spain,"1,75m",right,"Sep 3, 2021","Jun 30, 2023"
Rodrigo Riquelme,€10.00m,Left Winger,"Apr 2, 2000 (23)",Spain,"1,74m",right,"Aug 1, 2022","Jun 30, 2023"
Toni Villa,€2.50m,Left Winger,"Jan 7, 1995 (28)",Spain,"1,72m",right,"Sep 1, 2022","Jun 30, 2025"
Viktor Tsygankov,€22.00m,Right Winger,"Nov 15, 1997 (25)",Ukraine,"1,78m",left,"Jan 17, 2023","Jun 30, 2027"
Valery Fernández,€1.50m,Right Winger,"Nov 23, 1999 (23)",Spain,"1,82m",right,"Jan 1, 2019","Jun 30, 2026"
Taty Castellanos,€10.00m,Centre-Forward,"Oct 3, 1998 (24)",Argentina,"1,78m",right,"Jul 25, 2022","Jun 30, 2023"
Cristhian Stuani,€2.00m,Centre-Forward,"Oct 12, 1986 (36)",Uruguay,"1,84m",right,"Jul 21, 2017","Jun 30, 2026"
Stole Dimitrievski,€4.00m,Goalkeeper,"Dec 25, 1993 (29)",North Macedonia,"1,88m",right,"Jan 31, 2019","Jun 30, 2024"
Miguel Ángel Morro,€600k,Goalkeeper,"Sep 11, 2000 (22)",Spain,"1,95m",left,"Aug 1, 2020","Jun 30, 2025"
Diego López,€500k,Goalkeeper,"Nov 3, 1981 (41)",Spain,"1,96m",right,"Jul 2, 2022","Jun 30, 2023"
Alejandro Catena,€8.00m,Centre-Back,"Oct 28, 1994 (28)",Spain,"1,94m",right,"Jan 31, 2019","Jun 30, 2023"
Florian Lejeune,€4.00m,Centre-Back,"May 20, 1991 (31)",France,"1,90m",right,"Jul 29, 2022","Jun 30, 2023"
Abdul Mumin,€1.50m,Centre-Back,"Jun 6, 1998 (24)",Ghana,"1,88m",right,"Sep 1, 2022","Jun 30, 2026"
Esteban Saveljich,€600k,Centre-Back,"May 20, 1991 (31)",Montenegro,"1,87m",right,"Jul 26, 2019","Jun 30, 2023"
Mario Suárez,€300k,Centre-Back,"Feb 24, 1987 (36)",Spain,"1,89m",right,"Jan 31, 2019","Jun 30, 2023"
Fran García,€10.00m,Left-Back,"Aug 14, 1999 (23)",Spain,"1,69m",left,"Jul 13, 2021","Jun 30, 2025"
Pep Chavarría,€1.00m,Left-Back,"Apr 10, 1998 (24)",Spain,"1,74m",left,"Aug 31, 2022","Jun 30, 2027"
Iván Balliu,€4.00m,Right-Back,"Jan 1, 1992 (31)",Albania,"1,72m",right,"Jul 14, 2021","Jun 30, 2025"
Mario Hernández,€700k,Right-Back,"Jan 25, 1999 (24)",Spain,"1,77m",right,"Jan 1, 2019","Jun 30, 2023"
Santi Comesaña,€5.00m,Central Midfield,"Oct 5, 1996 (26)",Spain,"1,88m",both,"Jul 16, 2016","Jun 30, 2023"
Unai López,€4.00m,Central Midfield,"Oct 30, 1995 (27)",Spain,"1,70m",right,"Jul 1, 2022","Jun 30, 2024"
Pathé Ciss,€4.00m,Central Midfield,"Mar 16, 1994 (29)",Senegal,"1,86m",right,"Jul 28, 2021","Jun 30, 2025"
Óscar Valentín,€4.00m,Central Midfield,"Aug 20, 1994 (28)",Spain,"1,77m",right,"Jul 1, 2019","Jun 30, 2025"
Óscar Trejo,€3.00m,Attacking Midfield,"Apr 26, 1988 (34)",Argentina,"1,80m",right,"Jul 1, 2017","Jun 30, 2024"
José Pozo,€1.20m,Attacking Midfield,"Mar 15, 1996 (27)",Spain,"1,71m",left,"Jul 27, 2018","Jun 30, 2024"
Álvaro García,€6.00m,Left Winger,"Oct 27, 1992 (30)",Spain,"1,67m",both,"Aug 23, 2018","Jun 30, 2026"
Isi Palazón,€10.00m,Right Winger,"Dec 27, 1994 (28)",Spain,"1,69m",left,"Jan 23, 2020","Jun 30, 2025"
Salvi Sánchez,€1.80m,Right Winger,"Mar 30, 1991 (32)",Spain,"1,70m",right,"Jul 1, 2022","Jun 30, 2024"
Sergio Camello,€10.00m,Centre-Forward,"Feb 10, 2001 (22)",Spain,"1,77m",right,"Aug 3, 2022","Jun 30, 2023"
Raúl de Tomás,€8.00m,Centre-Forward,"Oct 17, 1994 (28)",Spain,"1,80m",right,"Sep 13, 2022","Jun 30, 2027"
Radamel Falcao,€2.00m,Centre-Forward,"Feb 10, 1986 (37)",Colombia,"1,77m",right,"Sep 4, 2021","Jun 30, 2023"
Andrés Martín,€1.00m,Centre-Forward,"Jul 11, 1999 (23)",Spain,"1,78m",left,"Jul 1, 2019","Jun 30, 2024"
Rui Silva,€15.00m,Goalkeeper,"Feb 7, 1994 (29)",Portugal,"1,91m",left,"Jul 1, 2021","Jun 30, 2026"
Dani Martín,€1.50m,Goalkeeper,"Jul 8, 1998 (24)",Spain,"1,87m",right,"Jul 18, 2019","Jun 30, 2024"
Claudio Bravo,€1.00m,Goalkeeper,"Apr 13, 1983 (39)",Chile,"1,84m",right,"Aug 30, 2020","Jun 30, 2023"
Luiz Felipe,€15.00m,Centre-Back,"Mar 22, 1997 (26)",Italy,"1,87m",right,"Jul 4, 2022","Jun 30, 2027"
Edgar González,€10.00m,Centre-Back,"Apr 1, 1997 (26)",Spain,"1,93m",right,"Jul 21, 2020","Jun 30, 2025"
Germán Pezzella,€5.00m,Centre-Back,"Jun 27, 1991 (31)",Argentina,"1,87m",right,"Aug 19, 2021","Jun 30, 2025"
Víctor Ruiz,€1.50m,Centre-Back,"Jan 25, 1989 (34)",Spain,"1,84m",left,"Aug 31, 2020","Jun 30, 2023"
Abner,€8.00m,Left-Back,"May 27, 2000 (22)",Brazil,"1,81m",left,"Jan 15, 2023","Jun 30, 2029"
Juan Miranda,€5.00m,Left-Back,"Jan 19, 2000 (23)",Spain,"1,85m",left,"Jul 1, 2021","Jun 30, 2024"
Youssouf Sabaly,€5.00m,Right-Back,"Mar 5, 1993 (30)",Senegal,"1,73m",right,"Jul 1, 2021","Jun 30, 2026"
Aitor Ruibal,€5.00m,Right-Back,"Mar 22, 1996 (27)",Spain,"1,76m",right,"Jul 1, 2019","Jun 30, 2025"
Martín Montoya,€1.50m,Right-Back,"Apr 14, 1991 (31)",Spain,"1,75m",right,"Aug 25, 2020","Jun 30, 2024"
Guido Rodríguez,€28.00m,Defensive Midfield,"Apr 12, 1994 (28)",Argentina,"1,85m",right,"Jan 14, 2020","Jun 30, 2024"
William Carvalho,€16.00m,Defensive Midfield,"Apr 7, 1992 (30)",Portugal,"1,87m",right,"Jul 13, 2018","Jun 30, 2026"
Paul Akouokou,€4.00m,Defensive Midfield,"Dec 20, 1997 (25)",Cote d'Ivoire,"1,81m",right,"Sep 10, 2020","Jun 30, 2024"
Andrés Guardado,€1.50m,Central Midfield,"Sep 28, 1986 (36)",Mexico,"1,67m",left,"Jul 7, 2017","Jun 30, 2023"
Nabil Fekir,€30.00m,Attacking Midfield,"Jul 18, 1993 (29)",France,"1,73m",left,"Jul 23, 2019","Jun 30, 2026"
Sergio Canales,€20.00m,Attacking Midfield,"Feb 16, 1991 (32)",Spain,"1,78m",left,"Jul 3, 2018","Jun 30, 2026"
Rodri Sánchez,€8.00m,Attacking Midfield,"May 16, 2000 (22)",Spain,"1,75m",left,"Jul 1, 2021","Jun 30, 2026"
Juanmi,€15.00m,Left Winger,"May 20, 1993 (29)",Spain,"1,72m",right,"Jul 1, 2019","Jun 30, 2026"
Luiz Henrique,€15.00m,Right Winger,"Jan 2, 2001 (22)",Brazil,"1,82m",left,"Jul 1, 2022","Jun 30, 2028"
Juan Cruz,€2.00m,Right Winger,"Apr 25, 2000 (22)",Spain,"1,80m",left,-,"Jun 30, 2025"
Joaquín,€1.50m,Right Winger,"Jul 21, 1981 (41)",Spain,"1,81m",right,"Aug 31, 2015","Jun 30, 2023"
Ayoze Pérez,€6.00m,Second Striker,"Jul 29, 1993 (29)",Spain,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Borja Iglesias,€25.00m,Centre-Forward,"Jan 17, 1993 (30)",Spain,"1,87m",right,"Aug 14, 2019","Jun 30, 2026"
Willian José,€7.00m,Centre-Forward,"Nov 23, 1991 (31)",Brazil,"1,89m",right,"Jul 1, 2022","Jun 30, 2026"
Predrag Rajković,€10.00m,Goalkeeper,"Oct 31, 1995 (27)",Serbia,"1,92m",right,"Jul 22, 2022","Jun 30, 2026"
Dominik Greif,€1.50m,Goalkeeper,"Apr 6, 1997 (25)",Slovakia,"1,97m",right,"Jul 6, 2021","Jun 30, 2026"
Leo Román,€300k,Goalkeeper,"Jul 6, 2000 (22)",Spain,"1,89m",right,"Jul 1, 2022","Jun 30, 2026"
Martin Valjent,€4.50m,Centre-Back,"Dec 11, 1995 (27)",Slovakia,"1,87m",right,"Jul 1, 2019","Jun 30, 2025"
Antonio Raíllo,€3.50m,Centre-Back,"Oct 8, 1991 (31)",Spain,"1,87m",,"Jul 1, 2016","Jun 30, 2024"
Dennis Hadzikadunic,€3.00m,Centre-Back,"Jul 9, 1998 (24)",Bosnia-Herzegovina,"1,91m",right,"Jan 18, 2023","Jun 30, 2023"
José Copete,€3.00m,Centre-Back,"Oct 10, 1999 (23)",Spain,"1,90m",left,"Jul 1, 2022","Jun 30, 2026"
Matija Nastasić,€1.50m,Centre-Back,"Mar 28, 1993 (30)",Serbia,"1,88m",left,"Sep 1, 2022","Jun 30, 2023"
Ludwig Augustinsson,€3.00m,Left-Back,"Apr 21, 1994 (28)",Sweden,"1,81m",left,"Jan 30, 2023","Jun 30, 2023"
Jaume Costa,€1.20m,Left-Back,"Mar 18, 1988 (35)",Spain,"1,71m",left,"Jul 7, 2021","Jun 30, 2023"
Pablo Maffeo,€8.00m,Right-Back,"Jul 12, 1997 (25)",Spain,"1,72m",right,"Jul 1, 2022","Jun 30, 2026"
Giovanni González,€2.00m,Right-Back,"Sep 20, 1994 (28)",Uruguay,"1,78m",right,"Jan 29, 2022","Jun 30, 2024"
Manu Morlanes,€4.00m,Central Midfield,"Jan 12, 1999 (24)",Spain,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Iddrisu Baba,€3.00m,Central Midfield,"Jan 22, 1996 (27)",Ghana,"1,82m",right,"Jul 1, 2018","Jun 30, 2024"
Iñigo Ruiz de Galarreta,€2.00m,Central Midfield,"Aug 6, 1993 (29)",Spain,"1,75m",right,"Sep 1, 2019","Jun 30, 2023"
Antonio Sánchez,€1.80m,Central Midfield,"Apr 22, 1997 (25)",Spain,"1,79m",right,"Jul 1, 2018","Jun 30, 2024"
Clément Grenier,€900k,Central Midfield,"Jan 7, 1991 (32)",France,"1,86m",right,"Mar 3, 2022","Jun 30, 2024"
Kang-in Lee,€15.00m,Attacking Midfield,"Feb 19, 2001 (22)","Korea, South","1,73m",left,"Aug 30, 2021","Jun 30, 2025"
Dani Rodríguez,€1.20m,Attacking Midfield,"Jun 6, 1988 (34)",Spain,"1,78m",right,"Jul 1, 2018","Jun 30, 2024"
Daniel Luna,€1.00m,Attacking Midfield,"May 7, 2003 (19)",Colombia,"1,78m",left,"Jan 31, 2023","Jun 30, 2023"
Amath Ndiaye,€2.00m,Left Winger,"Jul 16, 1996 (26)",Senegal,"1,73m",right,"Jul 1, 2021","Jun 30, 2025"
Vedat Muriqi,€15.00m,Centre-Forward,"Apr 24, 1994 (28)",Kosovo,"1,94m",left,"Jul 22, 2022","Jun 30, 2027"
Tino Kadewere,€5.00m,Centre-Forward,"Jan 5, 1996 (27)",Zimbabwe,"1,83m",right,"Aug 29, 2022","Jun 30, 2023"
Abdón Prats,€1.20m,Centre-Forward,"Dec 7, 1992 (30)",Spain,"1,81m",left,"Jul 4, 2017","Jun 30, 2024"
Ángel Rodríguez,€1.00m,Centre-Forward,"Apr 26, 1987 (35)",Spain,"1,71m",right,"Jul 2, 2021","Jun 30, 2023"
